,Text,Emotion
133,"A 28 yr old man threw a saucepan of boiling water at a garda, &amp; then hit the garda with the shaft of a brush...Letterkenny District Court.",anger
4573,"Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy
262,"You're so thirsty for the chance to disagree w/ the left, that you don't even realize when something is an affront to your bigoted platform.",anger
5584,I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕,sadness
2281,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,fear
10514,party tattoos by dodie has become my cheer up song ✨,joy
323,That AK47 leave your spine with a frown,anger
4698,@Corsair those sparkling looks like a gay vampire 😁,joy
969,I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,anger
8697,Nobody *assumed* what role you should play. It was a dream cast. It's not real life. Get over yourself and pipe down. #rage,anger
5124,Some People hate nothing more than a happy confident person. Never mind  #confident,joy
5073,Who actually chooses to drink sparkling water 🤔,joy
8016,"ENTRYLOG: CSEternity- With time on my hands for half an hour, I feel slightly melancholy, for some reason….\n  .",anger
4006,"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",joy
8465,So who actually leaked the info on jr. meeting with Russian lawyer?  Putin?  Was he angry w Trump?,anger
9945,Laughter is an instant vacation\nTake a vacation now\n#vacation #laughter #happy #AlenaNaron #LifeCoach #Positvity,joy
34,ICQ is just making me mad!!!😤 #icq #angry,anger
10059,I got striked by #awesomeness and blinding people by all the #glory! #nosleep48,joy
3203,Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂,fear
2710,"@LucidHurricane_ wait, you mean he wasn't armed with a book? #shocking",fear
9307,In need of a change! #restless,fear
3620,"Even at this level, rojo still manages to play god damn awful. #MUFC",fear
6442,"@devrajasmine If you change the dark images both look different, but both look like they are in a forest.",sadness
7576,Conflicting scents in the house of cinnamon sponge cooling and tamarillo chutney cooking. #sweet #spicy #homemade #delicious,joy
733,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now ,anger
3080,I wish you stayed in Da Gump I'll make you panic like the last rapper,fear
8173,@narendramodi There should need to take serious action over terrorism sir,anger
1940,@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there,fear
2599,@TheSidEudy PS: I still think your broken leg against Scott Steiner was one of the most horrific injuries I've ever seen in the ring #ccot,fear
6005,How do u grieve someone who legally wasn't a person yet?,sadness
663,Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,anger
418,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. ,anger
1298,@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?,anger
3687,Proud of you for overcoming your fear of deep water @ShawnMendes,fear
8835,@QLDmaroons  No matter how many years I watch #origin it atill makes my heart pound and my stomach flutter.  SMASH EM boys! #QLDER ,fear
10836,"Sometimes it takes sadness to know happiness, noise to appreciate silence and absence to value presence.",sadness
8175,My love for black people does not mean I resent white people.,anger
8268,@KamVTV @Dimplenut How does this sorry excuse\n for a human being George Soros get away with all his #hatred filled #riots #shameful,anger
8776,"E rile Rre Mogae a tlogela, Messages about HIV/AIDS 👇🏽👇🏽👇🏽",anger
6992,and after i got home in such a horrible mood my mom pissed me off the moment i stepped my feet in the house so i really almost go off on her,anger
840,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. ,anger
419,Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,anger
1052,"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace ✌️️",anger
7112,#revenge marathon has begun ⚡,anger
5755,"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",sadness
6678,@nadinekellman yes I can. Don't discourage me.,sadness
2419,^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,fear
11006,@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,sadness
5159,Bring back the heyday #NominateBunkface,joy
473,@TalkTalkCare  how on earth can I send an email to you? Very annoyed customer!!! #fuming,anger
3522,"@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!",fear
10093,"Casper, Wyoming is just about  to witness totality 🌝🌚 #amazing #Eclipse2017",joy
5845,"this country is going to go to crap no matter who wins this november, isnt it? The more i learn of both the more despondent i am of future",sadness
9462,"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",joy
78,@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,anger
11,@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈 #bitter #soreloser,anger
5329,The LORD your God is in your midst—a warrior bringing victory. He will create calm with his love; he will rejoice over you with singing.,joy
10228,What a day!!! What a month!!! #solucky #blessed #cloud9 #ecstatic 👰😆🚘💞,joy
3616,@The_East_End And the air raid alarm was actually false.  There was no attack inbound at the time.,fear
7727,Every day I always get a bit sad when I've finished my lunch.,sadness
7668,We're really not afraid of you all. We find you rather #annoying &amp; #amusing. 😎😜🤣😂😂,joy
3966,Function in regard to camshaft exhilaration companies: CQHshJSI,joy
9019,"(I've been shaking for the last 30 minutes, I've steadied to the point where I can type again lmao)",fear
7470,"@WhiskurMew Happy birthday, beautiful! I hope today is as lovely, wonderful, and astounding as you are!! You deserve no less than that! 😊🎉🎂💞",joy
4401,Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.,joy
4232,That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone,joy
2192,am actual stranded at ma dad's maself n the fuckin fire alarm went off n a dunno if it's just for his gaff or the whole building :),fear
4756,Watch this amazing live.ly broadcast by @kaylaaa_sartorious #lively #musically,joy
10910,I hella should've stayed natural in college,sadness
10695,@RockyNH72 @AddyBryne @CNN Sorry if you’re upset. Who’s your champions btw? Who’s your main draw? Biggest star? 😂,sadness
10855,@Scientists4EU that is amazing not only can it make people hear it can make us all #cry as well 😘,sadness
9290,Does #fear of #Missions still have a hold on you? Are you so busy looking for opportunities you cannot see anything else? Matthew 10: 27-33,fear
424,@edquinn63 how can you even forget to pick ur fave child up from school #offended,anger
3565,#smackdev #ptp #start word,fear
7353,You don't know fear until you have clogged the toilet at work and can't find the plunger. #horrifying #bathroom #FirstWorldProblems,fear
10839,"Hello fellow #gamers, I'm here to tell you why being a #Nazi is .",sadness
2474,"@_Briannax33 @TheFunnyVine @MarielaLynn_ @karengutiii_ gotta shake the booty instead though, makes sure it's all good 🙂",fear
6995,What should I do to teach people effectively? #questions #answer #help #twitter #nice #sad #begging #angry #teacher #what,anger
6760,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.,sadness
10914,Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired ,sadness
6863,"@TNFryed Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression",sadness
10136,@Jesus_Luvs_Us Hello Jillian &amp; JC - a nice wisg from Betty for blessings to us all - I wish you the same - have a wonderful Tuesday! 😀,joy
9163,"What an amazing statement, really clears things up. @realDonaldTrump #believeme #tremendous #maga #russia",fear
5986,@courtneymee I'm 3 days sober don't wanna ruin it,sadness
8593,@PierreAtlas Let's see how many Republicans do more than feign outrage.,anger
5554,final vestiges of my 90's childhood were just dashed on the shoals of hearing a house cover of Tracy Chapman's 'fast car' at the dayjob,sadness
7992,Yo what kind of person just drops gum in the ground when you could throw it into the trees and not get it on my shoe?!?! ,anger
3876,Research has determined 70% of #laughter is actually .,fear
64,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ,anger
3649,"@BetteMidler @Adele @TheGarden @charitybuzz Also, apart from Skyfall, her music is dire and boring.",fear
10429,Every GIRL deserves a GUY who can make her SMILE :D,joy
5427,me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n #pictureday2016  #ornot,joy
834,@Docjp they unleashing God's wrath just as Cain did,anger
7739,I must be a goblin for it rains every time I'm effin sad. Lol,sadness
10073,Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,joy
7311,@Ragga_Storm #red is #dread love it,fear
2662,@imtarakate Uggh that's really horrible. You're not a bad person by any stretch of the imagination. I hope this person realizes that.,fear
6271,Maybe I can sleep with my chem book on my head and it will all sink in my brain,sadness
717,Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously,anger
2574,These mets know how to give someone anxiety #mets #lgm #anxiety @mets,fear
6426,when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(,sadness
5142,Watch this amazing live.ly broadcast by @izzybuzy365 #lively #musically,joy
2578,@KarenL109 replace the carpet!! #shocking !!!!,fear
10432,@joerogan I looked at the eclipse without glasses and now I have x-ray vision! #awesomeness,joy
5840,@1ChiefsDan Is that pessimism or do you just want him to get another week of rest and healing?,sadness
3500,@ETimsNet I wanted him dropped a while ago. Its a concern for us no doubt,fear
3867,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,fear
750,@laureeenwillam can't cope wi her sour face and tiny pout 😡😡,anger
3249,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare,fear
8376,'A #pessimist sees the difficulty in every #opportunity; an #optimist sees the opportunity in every difficulty.' —Winston Churchill #quote,anger
553,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! #fuming,anger
4251,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #lol #hilarious #punny",joy
5671,"so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.",sadness
5639,Never let the sadness of your past ruin your future,sadness
10882,"@republic Muslims r justifying terror attacks on Hindus citing babri, but who is hurting Hindu sentiments time and again by killing cows?",sadness
4934,4-2 Canada final tomorrow #WCH #Predictions #optimism #Canadian 🇨🇦,joy
8584,'It was straight out of Harry Potter' - how a simple Tinder and Chill turned into a fiery reactionary debacle,anger
15,Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,anger
5046,Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour ,joy
6438,@everton_de_leon @sterushton Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh,sadness
6556,Just reached 10k followers - WOW - thanks blues #mcfc #ctid,sadness
10412,@iBTSJACK @iridiscxnt No he's kind and cheerful hoho!,joy
8865,'Im so sad Im shocking bcoz she suddenly grab my hair and pushing and pull'\n\nhoooooooy jezaz panabangi😭🙏😆😂😂,fear
7295,#revenge or #Change . You #ChooseASide for your country #India,anger
611,"Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.",anger
9593,I'm actually so incredibly happy that my soul and by body connected and I'm able to have amazing time while living on this planet.Grateful🙏🏼,joy
4983,Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. #hilarity,joy
5204,@torbalan I still have some shred of optimism. It's rapidly disappearing however...,joy
6558,@bolain_branden @GrimsToyShow grim should find broken Matt hardy because he can delete everything lol,sadness
5145,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining! #smile #socialmedia,joy
10824,that moment when you feel meaningless and just feeling like you cant do anything right =*( #foreveralone ,sadness
1871,a #monster is only a #monster if you view him through ,fear
3773,me: loves being the center of attention in every way\nalso me: gets nervous to talk in front of class,fear
3873,Rooney shocking attempted cross,fear
7724,@jamie_93_lee Don't upset me 😢,sadness
4454,@TChudhry @fasiranjha lol @ ur caste. even if the whole village dies.. a massali like you cant be a chaudhry:) so cheer up massali :),joy
10892,the one who stayed,sadness
2827,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? #afraid,fear
5796,@lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me 😂😂!!,sadness
1743,@60DaysInJail Dafron is hands down the biggest loser on the planet!!! Typical #bully #lifer,fear
2245,American horror story and chill tonight?😌,fear
3648,So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points ,fear
1655,@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel #rage,anger
455,@Jen_ny69 People will always get offended everyone's situation is different! Just because we have kids doesn't mean we have to settle,anger
7223,@AliceT120 @shaney_waney1 @shaney_waney1 u horrible non gender binary boy go fangirl over some mediocre singers who CANT EVEN SUPPORT,anger
4676,Melissa Benoist and Grant Gustin HAVE to do a musical crossover episode! #glee origins #arrowverse,joy
3545,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation,fear
4965,Possible magazines over against put with versus thy joviality conjunction shower quotient sufficiently: BQAvtja,joy
4935,@morgannbroom yes ❤️❤️ &amp; cheering homecoming game!,joy
217,"@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",anger
3227,@virginmedia shocking service for your call centre staff this evening. Transfer me and cut me off after waiting forever to speak to someone.,fear
4083,I refuse to be a chirp chirp girl,joy
9978,@TheKJTFan That's that #good #praxis,joy
10870,There really isn't a more depressing feeling than coming home from a holiday 🙇🏽‍♀️🙇🏽‍♀️,sadness
1511,"Does Bret have a point? Cena, Balor, sting...",anger
7701,@bxchpls03 U so lucky ahu 😭,sadness
1066,@kateracculia @themathofyou It's true! I reverse-engineered the drink. It's a scientific method. I hear it's all the rage.,anger
8222,@dtptraffic - @MCDdelhi has occupied one full lane for toll collection permanently resulting in traffic snarl everyday on UP Link Road,anger
8084,never had a dull moment with u guys 💕,anger
7138,@skh4808 @theveteran425FA @TomiLahren Then why'd they wait until now to start getting pissy? ,anger
9053,"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",fear
6467,*Sigh*  #saddness #afterellen #shitsucks,sadness
317,They gonna give this KKk police bitch the minimum sentence..just wattch #angry,anger
9225,@russ_kent @IsabelOakeshott Inexplicably well paid talking head who lectures in impenetrable consultu-speak #dire,fear
778,"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",anger
1091,How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat ,anger
2094,"That boy so intimidated he go back and say dumb mess like that. 🤔 lol boy please, you know good and well.",fear
3194,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm,fear
5740,"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness",sadness
3242,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. ,fear
3183,I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy ,fear
188,#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger
5606,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn",sadness
8724,The irritation over chogiwa is worth it!! Happy 100M views to #EXO \nFLOP NUGU AGAIN?!?!,anger
4928,Anyone who drinks sparkling water is a demon,joy
6639,"@Mysteri759 @Ren102e906 @slb42jcb @swoozyqyah Well, I'm too old, and too stubborn about facts &amp; history to be discouraged.",sadness
8759,@Parlez_me_nTory @UKLabour Oh you are awful but I like you....,anger
5894,Going home is depressing,sadness
6908,'we need to do something. something must be done!!!!!'\n\nyour anxiety is amusing. nothing will be done. despair.,anger
4613,@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGA🙋 Have a joyful day,joy
7206,Alright Alex and I have party boy neighbors who blast music ,anger
6242,"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",sadness
10391,"This is heart-stopping, take-my-breath-away fun! I. Like. It. A lot. #justsayin #laughing",joy
9164,@KatSekhotho @Lemii_LoCo Can you falter Katli?,fear
4028,Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food #laughter #praise #gospel #coffey1617,joy
707,"@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful #relentless",anger
8075,"I actually hate Vision. Coming over from @emiswebsupport is like moving from Man City to QPR. A league below, past it and clouded in chaos.",anger
4366,is it bad that kurt is literally me..? #glee,joy
4566,"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9",joy
9308,@GMB @susannareid100 I had #Parkinson's aged 10 I would have failed my #SATs #tremor but it's no reflection at all on my intelligence !!,fear
3695,@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically,fear
9828,happy birthday bb! i hope u had an amazing birthday 🎉 @ultsdonghan,joy
2989,"Don't #worry if you're not the best , if you are doing something you #love , you're heading in right direction ...",fear
5278,Watch this amazing live.ly broadcast by @hannah..mccloud #lively #musically,joy
3386,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic,fear
2417,Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO,fear
7174,"People were always afraid that stodgy squares would kill rock and roll, but the only legitimate threat was ever child choruses.",anger
2559,Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer,fear
4167,"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",joy
1863,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless,fear
6037,How long will they mourn me?,sadness
3307,why won't you let me go? do i threaten all your plans? im insignificant,fear
2976,When your friends want to go out drinking but you know you gonna have to say no because social #anxiety runs your life,fear
5542,It's meant to be!!  ,joy
9390,@ntyrbbygrl U make my heart flutter,fear
1608,Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG,anger
10551,Hello twitter! My next few tweets are going to be a bit gushy.... Look away if you're feeling bilious!!!,sadness
8494,Documentary narrator just referred to multiple octopus as octopuses and not octopi. What do i do now? Where is my congressman. #outrage,anger
10764,@SocialistVoice @georgegalloway Tory teachers I know are disillusioned by another 1%. There seem to be more sullen faces in the staff room.,sadness
9123,@BBCJamesCook You couldn't make this stuff up because would be deemed far too fanciful.... #alarming,fear
5016,#chirp look out for them Cars coming from the Wesszzz,joy
5531,@philjame5 @spoke_bros wow! that looks bright,joy
4415,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy ,joy
2753,"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",fear
764,@downeysduckling nick fury,anger
4641,Food that gets delivered 😍🙌🏻  ,joy
10928,"@MFaizAbdulKarim And i'm serious, 20-23 july, singapore, holiday (and accompany my friend for job interview), with one of my friend.",sadness
9028,My superpower is absorbing the anxiety of others until I can't breathe and my head is pounding.  #everyonechill,fear
8791,im back lol #revenge,anger
7953,"@HSaijou dont worry, haters motivate me so i can annoy them more by making more LOL",anger
2784,Super shitting it about this tattoo ,fear
9178,"When people tell me they're a huge fan of #LordOfTheRings, but they've never read any of the books...\n\n#sadness #despair #misery #covfefe",fear
10533,@RGUpdate Have you tried English hospital food ?? #yak #gross #horrible,sadness
857,#Taurus will react angrily when she can't take being provoked any longer.,anger
11046,@POTUS Possible treasonous activity by Trump Jr. Buffet of scandals by WH. No work done so far. Shameful! #treason #serious #tragedy #resign,sadness
6060,"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",sadness
2543,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear
8485,@RedNationRising @POTUS Agree. I used to love her Fox show until she turned. Now she exudes a bitter attitude. She is done with television.,anger
607,@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !,anger
1205,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage,anger
7299,Today is gonna be terrible I can feel it,fear
4643,"Logically speaking, this can't be the worst I've ever felt and even if it was then its passing will still be a joyous occasion",joy
2683,.@billradkeradio is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord,fear
7307,Hes no even scared of em anymore 😂,fear
1983,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.",fear
5488,@MissRBBerry_ @BlaineHale_ @KurtStilinski_ @BeaconScott11 @SStilinski_24 I brought sparkling cider...*holds it up* I know it's not much,joy
273,@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace,anger
8301,.@POTUS every other President has said you can really only govern foe 18 months until the re-elect. Why are you focused on 2020 now? #scared,anger
1139,@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. ,anger
5759,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad,sadness
7886,just watch a revenge movie or write it down in a journal and let it all out,anger
7799,@JeffBezos @amazon Who can I talk to about being terminated with no answer and not being paid for hours I worked? ERC have no answers ,sadness
10100,Featuring grilled halibut with a lime basil crust and a yellow tomato and lobster coulis #yummy #seafood,joy
587,This game has pissed me off more than any other game this year. My blood is boiling! Time to turn it off! #STLCards,anger
710,"Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry",anger
9971,Late dinner with my dad and fam in the mountains. I'm having an appetizer consisting of pop tarts and coffee. #delightful,joy
7758,#World do you know what the difference is between #drunk and #sober? One word. #Coherence.,sadness
2253,@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),fear
10600,@thewarofexo ohhh HAHAHA. but now i do not have a time to watch kdrama 😟,sadness
1445,@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry,anger
10424,Every time I see the #GBBO advert..... #sugacravings #yummy #dietgonetohell     😋😋😋,joy
9362,@Squishy_Derg @FiskVelox @Introdile nervous laughter ensues,fear
6711,"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",sadness
4081,"Headed to Montalvo w/@jaxster3—bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016",joy
8218,I'm just trying to watch the dragon ball super episode before I go to work but it won't load so #pissed,anger
7829,"Field mines, like people, explode when trodden on #anger #people #pokethebear",anger
5632,"When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy",sadness
4507,Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch,joy
4761,@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too,joy
8740,Don’t negotiate enhanced #familyleave pay on an individual basis #unfairness #resentment #discrimination,anger
3010,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",fear
5813,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad,sadness
5484,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,joy
4808,@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X,joy
3746,And here we go again 😓 #restless,fear
6771,I'm allowed to sulk,sadness
3071,Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!,fear
10795,"Don`t blow your top! #Spicy foods boost production of feel-good hormones, such as serotonin. So they may help ease #depression &amp; #stress",sadness
1638,"@Uncle_Brown22 yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful ",anger
4465,@debutemma I dont have to sit here and take this from u spry young children,joy
7462,"'The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote",joy
403,@TrueAggieFan oh so that's where Brian was! Where was my invite? ,anger
4657,I feel like one of my friends brought this freshmen in my class over to pre game earlier in the year bc she keeps smiling at me,joy
7315,"The entire Universe outside our galaxy could completely disappeared over 20,000 years ago and we still wouldn't know it yet.. #terrifying",fear
6132,aaahhhh! a little @OtisRedding to soothe the soul. #music #blues,sadness
2339,"@BBTooms This is perfect example of why what paul said about her, was right.  One of the most ignorant competitors ive seen. #bully #c$%t",fear
9000,Hey @Apple I hope you guys don't release that #horrendous looking copper color.  Might as well walk around with a pocket full of pennies 😂,fear
6137,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! '  #ourworld,sadness
9726,Good Night everyone... #goodnight #sleep #nice #great #night #music #day,joy
1222,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,anger
880,@UnknownAndYoung — a low growl escaping him. Oh oh.,anger
7827,"And we bloody got rid of Gregory so we will have 2 new goalkeepers in the team, what a fantastic start to the season.. ",anger
10690,Obama and Biden would have watched the #Eclipse2017 together and Pete would have shared an awesome photo of them in their glasses. #cry,sadness
400,"@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge",anger
8427,Add me on Snapchat! Dm me for my snapcode! #amosc #snapchat #sc #snap,anger
894,@AdamSinger bubble implies it will burst?,anger
8157,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,anger
6799,"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness
10463,Only in #whitehorse do you see a hubcap going down 2nd ave all by itself #yukontumbleweed #yukon ,joy
7850,Police - This is the Police !! Open your door now !! \n\nMe - Not with that attitude !! 😂😂 \n\n#sarcasm #insult #mockery,anger
8493,@jacksfilms the emoji movie doesnt have a midnight premiere where i live this is an attack #EmojiMovie #midnightpremeire #outrage,anger
3657,If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities,fear
1318,Imagine being bitter when your bias is dating &amp; sending threats to their partner. Like why? That's nasty. And they don't even know you exist,anger
9026,Dro and his teeth are still fine tho #insecure,fear
10735,#Real #tears are better than #fake #happiness 🙃🙂😢😇,sadness
8586,they blowing me 😤,anger
10920,@gemmadanieIs Hahahahahahahah a want to move out as well 😢,sadness
8861,"@benavides_412 awe feels or que :,(",fear
10142,"My author copies have landed in Australia. My agent has them. Soon, I'll be able to hold one and flick through it. #excitement #StoneCircle",joy
1151,"Like if you aggravate me constantly, byeeeeeeee",anger
1332,"@HumbleTeej @CourtneeHendrix even if he says nothing, he'll still piss some people off. He's gotta decide who he wants to make angry.",anger
1587,@jwolfie_ why you gotta use the dark skin emoji #offended,anger
3472,What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,fear
2336,"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",fear
3971,I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper  #letsdance #dirtydancinginthemoonlight👌,joy
4487,So I survived spin....trying to get down the stairs was hilarious tho #jellylegs 😂😂,joy
8918,"I was taught, there's nothing out there to #fear; just go out there turn #dreams into #reality, use other people fears to your advantage.",fear
6858,"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim",sadness
